element_id,positive_word,matrix_a,matrix_b,matrix_c,matrix_d,determinant,trace,hyperbolic,gamma3_member,positive_word_primitive,gamma3_class_primitivity,base_geodesic_length,level_n,modulus_q,quotient_convention,psl_order_sequential,psl_order_group_bound,order_crosscheck,terminal_scalar_sign,previous_order_divides,bonding_compatibility,cumulative_common_multiplier,same_time_compatible_through_level,finite_level_period_scale,finite_level_closed_lift_period,period_scaling_residual,normality_basis,lift_representative_eta_n,statistic_owner,inverse_limit_flow_credit,evidence_status
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,3,18,PSL_2(Z/qZ); A and -A identified,3,3,true,+1,true,true,3,true,3,21.8213575107848,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,4,72,PSL_2(Z/qZ); A and -A identified,12,12,true,+1,true,true,12,true,12,87.2854300431392,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,5,360,PSL_2(Z/qZ); A and -A identified,60,60,true,+1,true,true,60,true,60,436.427150215696,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,6,2160,PSL_2(Z/qZ); A and -A identified,360,360,true,+1,true,true,360,true,360,2618.56290129418,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,7,15120,PSL_2(Z/qZ); A and -A identified,360,360,true,+1,true,true,360,true,360,2618.56290129418,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-B,LLRLRRLR,31,18,12,7,1,38,true,true,true,OPEN,7.27378583692827,8,120960,PSL_2(Z/qZ); A and -A identified,2880,2880,true,+1,true,true,2880,true,2880,20948.5032103534,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,1,3,PSL_2(Z/qZ); A and -A identified,1,1,true,+1,true,true,1,true,1,5.98644569225276,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,2,6,PSL_2(Z/qZ); A and -A identified,2,2,true,+1,true,true,2,true,2,11.9728913845055,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,3,18,PSL_2(Z/qZ); A and -A identified,6,6,true,+1,true,true,6,true,6,35.9186741535166,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,4,72,PSL_2(Z/qZ); A and -A identified,12,12,true,+1,true,true,12,true,12,71.8373483070331,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,5,360,PSL_2(Z/qZ); A and -A identified,12,12,true,+1,true,true,12,true,12,71.8373483070331,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,6,2160,PSL_2(Z/qZ); A and -A identified,72,72,true,+1,true,true,72,true,72,431.024089842199,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,7,15120,PSL_2(Z/qZ); A and -A identified,72,72,true,+1,true,true,72,true,72,431.024089842199,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
G3-C,LLLLLLRRR,19,6,3,1,1,20,true,true,true,OPEN,5.98644569225276,8,120960,PSL_2(Z/qZ); A and -A identified,576,576,true,+1,true,true,576,true,576,3448.19271873759,0,Gamma(q)=kernel(PSL2Z->PSL2(Z/qZ)),identity coset witness,FINITE_CONGRUENCE_TOWER_REDUCTION_DIAGNOSTIC,FORBIDDEN,NUMERICALLY_CERTIFIED
