word,word_length,base_matrix,conjugator_id,conjugator_matrix,conjugate_matrix,base_trace,conjugate_trace,base_determinant,conjugator_determinant,conjugate_determinant,base_c_mod_11,conjugator_c_mod_11,conjugate_c_mod_11,trace_invariant_exact,square_conjugacy_identity_exact,cube_conjugacy_identity_exact,inverse_orientation_identity_exact,oriented_period_owner,reverse_orientation_law,repetition_law,analytic_evidence_token,finite_check_evidence_token
LLRRLRRR,8,"[[26,7],[11,3]]",identity,"[[1,0],[0,1]]","[[26,7],[11,3]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",T_plus_1,"[[1,1],[0,1]]","[[37,-27],[11,-8]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",T_minus_1,"[[1,-1],[0,1]]","[[15,19],[11,14]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",T_plus_2,"[[1,2],[0,1]]","[[48,-83],[11,-19]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",T_minus_2,"[[1,-2],[0,1]]","[[4,9],[11,25]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",V_plus,"[[1,0],[11,1]]","[[-51,7],[-583,80]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",V_minus,"[[1,0],[-11,1]]","[[103,7],[-1089,-74]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",T_then_V,"[[12,1],[11,1]]","[[-634,721],[-583,663]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRLRRR,8,"[[26,7],[11,3]]",V_then_T,"[[1,1],[11,12]]","[[334,-27],[3773,-305]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",identity,"[[1,0],[0,1]]","[[25,9],[11,4]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",T_plus_1,"[[1,1],[0,1]]","[[36,-23],[11,-7]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",T_minus_1,"[[1,-1],[0,1]]","[[14,19],[11,15]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",T_plus_2,"[[1,2],[0,1]]","[[47,-77],[11,-18]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",T_minus_2,"[[1,-2],[0,1]]","[[3,7],[11,26]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",V_plus,"[[1,0],[11,1]]","[[-74,9],[-847,103]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",V_minus,"[[1,0],[-11,1]]","[[124,9],[-1309,-95]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",T_then_V,"[[12,1],[11,1]]","[[-921,1033],[-847,950]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRLRR,8,"[[25,9],[11,4]]",V_then_T,"[[1,1],[11,12]]","[[289,-23],[3267,-260]]",29,29,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",identity,"[[1,0],[0,1]]","[[17,3],[11,2]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",T_plus_1,"[[1,1],[0,1]]","[[28,-23],[11,-9]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",T_minus_1,"[[1,-1],[0,1]]","[[6,7],[11,13]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",T_plus_2,"[[1,2],[0,1]]","[[39,-71],[11,-20]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",T_minus_2,"[[1,-2],[0,1]]","[[-5,-11],[11,24]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",V_plus,"[[1,0],[11,1]]","[[-16,3],[-187,35]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",V_minus,"[[1,0],[-11,1]]","[[50,3],[-517,-31]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",T_then_V,"[[12,1],[11,1]]","[[-203,241],[-187,222]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LRLRRRRR,8,"[[17,3],[11,2]]",V_then_T,"[[1,1],[11,12]]","[[281,-23],[3201,-262]]",19,19,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",identity,"[[1,0],[0,1]]","[[41,26],[11,7]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",T_plus_1,"[[1,1],[0,1]]","[[52,-19],[11,-4]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",T_minus_1,"[[1,-1],[0,1]]","[[30,49],[11,18]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",T_plus_2,"[[1,2],[0,1]]","[[63,-86],[11,-15]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",T_minus_2,"[[1,-2],[0,1]]","[[19,50],[11,29]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",V_plus,"[[1,0],[11,1]]","[[-245,26],[-2761,293]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",V_minus,"[[1,0],[-11,1]]","[[327,26],[-3509,-279]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",T_then_V,"[[12,1],[11,1]]","[[-3006,3325],[-2761,3054]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLLRLR,9,"[[41,26],[11,7]]",V_then_T,"[[1,1],[11,12]]","[[261,-19],[2926,-213]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",identity,"[[1,0],[0,1]]","[[40,29],[11,8]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",T_plus_1,"[[1,1],[0,1]]","[[51,-14],[11,-3]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",T_minus_1,"[[1,-1],[0,1]]","[[29,50],[11,19]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",T_plus_2,"[[1,2],[0,1]]","[[62,-79],[11,-14]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",T_minus_2,"[[1,-2],[0,1]]","[[18,49],[11,30]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",V_plus,"[[1,0],[11,1]]","[[-279,29],[-3146,327]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",V_minus,"[[1,0],[-11,1]]","[[359,29],[-3850,-311]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",T_then_V,"[[12,1],[11,1]]","[[-3425,3781],[-3146,3473]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRLRLLR,9,"[[40,29],[11,8]]",V_then_T,"[[1,1],[11,12]]","[[205,-14],[2299,-157]]",48,48,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",identity,"[[1,0],[0,1]]","[[37,10],[11,3]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",T_plus_1,"[[1,1],[0,1]]","[[48,-35],[11,-8]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",T_minus_1,"[[1,-1],[0,1]]","[[26,33],[11,14]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",T_plus_2,"[[1,2],[0,1]]","[[59,-102],[11,-19]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",T_minus_2,"[[1,-2],[0,1]]","[[15,34],[11,25]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",V_plus,"[[1,0],[11,1]]","[[-73,10],[-825,113]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",V_minus,"[[1,0],[-11,1]]","[[147,10],[-1573,-107]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",T_then_V,"[[12,1],[11,1]]","[[-898,1021],[-825,938]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRLRRR,9,"[[37,10],[11,3]]",V_then_T,"[[1,1],[11,12]]","[[433,-35],[4862,-393]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",identity,"[[1,0],[0,1]]","[[36,13],[11,4]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",T_plus_1,"[[1,1],[0,1]]","[[47,-30],[11,-7]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",T_minus_1,"[[1,-1],[0,1]]","[[25,34],[11,15]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",T_plus_2,"[[1,2],[0,1]]","[[58,-95],[11,-18]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",T_minus_2,"[[1,-2],[0,1]]","[[14,33],[11,26]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",V_plus,"[[1,0],[11,1]]","[[-107,13],[-1210,147]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",V_minus,"[[1,0],[-11,1]]","[[179,13],[-1914,-139]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",T_then_V,"[[12,1],[11,1]]","[[-1317,1477],[-1210,1357]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLLRRRLRR,9,"[[36,13],[11,4]]",V_then_T,"[[1,1],[11,12]]","[[377,-30],[4235,-337]]",40,40,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",identity,"[[1,0],[0,1]]","[[28,5],[11,2]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",T_plus_1,"[[1,1],[0,1]]","[[39,-32],[11,-9]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",T_minus_1,"[[1,-1],[0,1]]","[[17,20],[11,13]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",T_plus_2,"[[1,2],[0,1]]","[[50,-91],[11,-20]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
