source_id	existence_outcome	metadata_match	evidence_level	claim_fitness_grade	venue_assessment	currency_assessment	coi_assessment	retraction_assessment	support_class	verified_locator	notes
P32-S13	PLAUSIBLE	EXACT_DOILESS_AUTHORITATIVE_JOURNAL_RECORD	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	selberg_trace_zeta_background_only	https://www.i-scholar.in/index.php/JIMSIMS/article/view/146884	The DOI-less journal record exactly matches Selberg, 1956, volume 20, pages 47-87, and trace-formula abstract; it supports historical Selberg context only, not P32 ownerwise renormalization or topology.
P32-S14	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	ruelle_zeta_background_only	https://doi.org/10.1007/BF01403069	Exact DOI metadata supports dynamical zeta functions for expanding maps and Anosov flows; it cannot identify the formal owner product with scalar specialization or select the normalization.
P32-S15	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	prime_orbit_asymptotics_only	https://doi.org/10.2307/2006982	Exact DOI metadata supports prime-orbit asymptotics for Axiom A flows; it does not give the owner-content-uniform estimate needed for P32 limit interchange.
P32-S16	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FIT_FOR_PURPOSE_METHOD_ANCHOR	UNKNOWN_NOT_CHECKED	NOT_CHECKED	finite_cover_zeta_factorization_only	https://doi.org/10.5802/jtnb.657	Exact DOI and journal metadata support Artin formalism for finite-index Selberg zeta functions; they do not imply coefficientwise owner recovery, the frozen clock, or an infinite homology-tower limit.
P32-S17	VERIFIED	EXACT_ERRATUM_COMPANION_BOUND	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FIT_FOR_PURPOSE_METHOD_ANCHOR	UNKNOWN_NOT_CHECKED	NOT_CHECKED	meromorphic_continuation_unaffected_scope_only	https://doi.org/10.4007/annals.2013.178.2.6	Annals metadata and arXiv:2203.04917 confirm the article and 2022 erratum; only the first-part meromorphic-continuation result is treated as unaffected, while Section 7 spectral-gap and dependent counting uses are excluded unless separately repaired.
P32-S18	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FIT_FOR_PURPOSE_MODERN_ANCHOR	UNKNOWN_NOT_CHECKED	NOT_CHECKED	anosov_zeta_continuation_only	https://doi.org/10.24033/ASENS.2290	Exact DOI and journal metadata support a microlocal meromorphic-continuation route for Anosov-flow zeta functions; they do not establish the frozen cover renormalization or ownerwise equality.
P32-S19	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	geodesic_tail_candidate_only	https://doi.org/10.1007/BF02392732	Exact DOI metadata supports renewal methods and geodesic counting; an absolute tail uniform on every frozen compact and owner stratum is not established by metadata-level verification.
P32-S20	VERIFIED	EXACT	VI	C	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	prime_geodesic_growth_background_only	https://doi.org/10.1007/BF01076325	Exact DOI metadata supports foundational prime-geodesic growth context; the short announcement cannot by itself supply an explicit compact-uniform summable tail or owner-content control.
P32-S21	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	homology_orbit_asymptotics_only	https://doi.org/10.1017/S0143385700007434	Exact DOI metadata supports homology-refined closed-orbit asymptotics; it does not certify the genus-two owner panel or simultaneous limits.
P32-S22	VERIFIED	EXACT	VI	B	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	geodesic_error_term_candidate_only	https://doi.org/10.1353/AJM.1998.0041	Exact DOI metadata supports exponential error terms for negatively curved surface growth functions; the exact P32 sum, compact uniformity, and limit-order compatibility still require theorem extraction.
P32-S23	VERIFIED	EXACT	VI	C	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	FOUNDATIONAL_EXEMPT	UNKNOWN_NOT_CHECKED	NOT_CHECKED	formal_hahn_background_only	https://doi.org/10.1090/S0002-9947-1949-0032593-5	Exact AMS DOI metadata supports ordered-division-ring and well-ordered-support background only; it cannot define the P32 nonnegative-rational support convention, comparison map, owner product, or normalization.
P32-S24	VERIFIED	EXACT_INSTITUTIONAL_RECORD	VI	C	LEGITIMATE_INSTITUTIONAL_THESIS_NON_PEER_REVIEWED	FOUNDATIONAL_FORMAL_TOPOLOGY	UNKNOWN_NOT_CHECKED	NOT_CHECKED	inverse_limit_topology_background_only	https://su.diva-portal.org/smash/record.jsf?pid=diva2%3A195258	Stockholm DiVA confirms author, title, year, thesis type, ISBN, 123 pages, and full text; it is only a topology precedent and cannot validate P32 directed system, localizations, owner product, scalar gate, or normalization.
P32-S25	VERIFIED	EXACT	VI	C	RECOGNIZED_PEER_REVIEWED_VENUE_PREDATORY_SCREEN_LIMITED	CURRENT_2022_FORMAL_GEOMETRY	UNKNOWN_NOT_CHECKED	NOT_CHECKED	adic_completion_background_only	https://doi.org/10.1017/FMP.2021.19	Exact DOI and publisher metadata support completed local rings and countably many variables in an unrelated geometric application; they cannot validate P32 owner products, scalar specialization, or normalization.
P32-S26	VERIFIED	EXACT_INSTITUTIONAL_PAGE	VI	B	AUTHORITATIVE_NIST_REFERENCE_NON_PEER_REVIEWED	CURRENT_2026_INSTITUTIONAL_REFERENCE	UNKNOWN_NOT_CHECKED	NOT_CHECKED	scalar_power_series_background_only	https://dlmf.nist.gov/4.6	NIST DLMF v1.2.7 confirms logarithmic and binomial series and their domains; it supports elementary scalar expansion only and cannot justify d=0 substitution, a Hahn order, owner-product normalization, or any project endpoint.
