schema_version,row_id,k_index,t,u,v,r_tu,r_tplusu_v,r_uv,r_t_uplusv,defect_numerator_24,defect_multiple_2pi,is_integer_multiple,normalization_axes,cocycle_mod24,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,LI-0021,-6,-2,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0022,-6,-2,2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0023,-6,-2,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0024,-6,-2,2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0025,-6,-2,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0026,-6,-1,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0027,-6,-1,-2,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0028,-6,-1,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0029,-6,-1,-2,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0030,-6,-1,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0031,-6,-1,-1,-2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0032,-6,-1,-1,-1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0033,-6,-1,-1,0,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0034,-6,-1,-1,1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0035,-6,-1,-1,2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0036,-6,-1,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0037,-6,-1,0,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0038,-6,-1,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0039,-6,-1,0,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0040,-6,-1,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0041,-6,-1,1,-2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0042,-6,-1,1,-1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0043,-6,-1,1,0,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0044,-6,-1,1,1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0045,-6,-1,1,2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0046,-6,-1,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0047,-6,-1,2,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0048,-6,-1,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0049,-6,-1,2,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0050,-6,-1,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0051,-6,0,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0052,-6,0,-2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0053,-6,0,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0054,-6,0,-2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0055,-6,0,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0056,-6,0,-1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0057,-6,0,-1,-1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0058,-6,0,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0059,-6,0,-1,1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0060,-6,0,-1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0061,-6,0,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0062,-6,0,0,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0063,-6,0,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0064,-6,0,0,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0065,-6,0,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0066,-6,0,1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0067,-6,0,1,-1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0068,-6,0,1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0069,-6,0,1,1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0070,-6,0,1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0071,-6,0,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0072,-6,0,2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0073,-6,0,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0074,-6,0,2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0075,-6,0,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0076,-6,1,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0077,-6,1,-2,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0078,-6,1,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0079,-6,1,-2,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0080,-6,1,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0081,-6,1,-1,-2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0082,-6,1,-1,-1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0083,-6,1,-1,0,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0084,-6,1,-1,1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0085,-6,1,-1,2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0086,-6,1,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0087,-6,1,0,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0088,-6,1,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0089,-6,1,0,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0090,-6,1,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0091,-6,1,1,-2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0092,-6,1,1,-1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0093,-6,1,1,0,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0094,-6,1,1,1,-12,0,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0095,-6,1,1,2,-12,0,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0096,-6,1,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0097,-6,1,2,-1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0098,-6,1,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0099,-6,1,2,1,0,-12,0,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0100,-6,1,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0101,-6,2,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0102,-6,2,-2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0103,-6,2,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0104,-6,2,-2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0105,-6,2,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0106,-6,2,-1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0107,-6,2,-1,-1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0108,-6,2,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0109,-6,2,-1,1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0110,-6,2,-1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0111,-6,2,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0112,-6,2,0,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0113,-6,2,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0114,-6,2,0,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0115,-6,2,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0116,-6,2,1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0117,-6,2,1,-1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0118,-6,2,1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0119,-6,2,1,1,0,-12,-12,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0120,-6,2,1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0121,-6,2,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0122,-6,2,2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0123,-6,2,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0124,-6,2,2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0125,-6,2,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0126,-1,-2,-2,-2,-8,8,-8,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0127,-1,-2,-2,-1,-8,-8,-4,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0128,-1,-2,-2,0,-8,0,0,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0129,-1,-2,-2,1,-8,8,4,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0130,-1,-2,-2,2,-8,-8,8,0,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0131,-1,-2,-1,-2,-4,-12,-4,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0132,-1,-2,-1,-1,-4,-6,-2,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0133,-1,-2,-1,0,-4,0,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0134,-1,-2,-1,1,-4,6,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0135,-1,-2,-1,2,-4,-12,4,4,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0136,-1,-2,0,-2,0,-8,0,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0137,-1,-2,0,-1,0,-4,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0138,-1,-2,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0139,-1,-2,0,1,0,4,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0140,-1,-2,0,2,0,8,0,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0141,-1,-2,1,-2,4,-4,4,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0142,-1,-2,1,-1,4,-2,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0143,-1,-2,1,0,4,0,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0144,-1,-2,1,1,4,2,-2,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0145,-1,-2,1,2,4,4,-4,-12,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0146,-1,-2,2,-2,8,0,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0147,-1,-2,2,-1,8,0,4,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0148,-1,-2,2,0,8,0,0,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0149,-1,-2,2,1,8,0,-4,-12,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0150,-1,-2,2,2,8,0,-8,-8,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0151,-1,-1,-2,-2,-4,-12,-8,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0152,-1,-1,-2,-1,-4,-6,-4,-6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0153,-1,-1,-2,0,-4,0,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0154,-1,-1,-2,1,-4,6,4,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
